time,user_id,product_id,belong_cate_lvl1_id,belong_cate_lvl2_id,belong_cate_lvl3_id,belong_cate_lvl1_name,belong_cate_lvl2_name,belong_cate_lvl3_name,href
2016-03-31 00:43:50,BD8DA9C53CBAE1CD781F396BE2180D8D,1857833,8,52,54,Thời trang nữ,"Đồ lót, đồ ngủ và đồ mặc nhà",Quần lót,https://www.sendo.vn/san-pham/quan-chip-lot-khe-ren-xuyen-thau-dl29-1857833/
2016-03-31 00:43:53,0E045978660EA5A87D9A888289942B2F,2178705,8,52,54,Thời trang nữ,"Đồ lót, đồ ngủ và đồ mặc nhà",Quần lót,https://www.sendo.vn/san-pham/quan-lot-khe-xinh-xan-dl99-2178705/?trackid=2178705&utm_source=google&utm_medium=cpc&utm_content=2178705&utm_campaign=dpa_sendo_thoitrangnu_dolotvangu_quanlot&gclid=CJXcpY_76MsCFcwXaAodacsE8g
2016-03-31 00:44:08,1EDAEDADD18E45DCAA6392A0DDC731FB,2630306,220,247,251,Sức khỏe & Làm đẹp,Trang điểm mặt,BB cream và CC cream,https://www.sendo.vn/san-pham/phan-nuoc-trang-diem-bb-cushion-laneige-2630306/
2016-03-31 00:44:10,8ADBABEEF6977D2193340FCEC86B6FDD,2130704,94,1666,1667,Thời trang nam,Áo sơ mi nam,Sơ mi tay dài,https://www.sendo.vn/san-pham/ao-so-mi-nam-thoi-trang-ms208-tim-2130704/
2016-03-31 00:44:12,FC978817BE815BDC02AE64B5AE5D416E,2824669,8,9,11,Thời trang nữ,Áo nữ,Áo kiểu,https://www.sendo.vn/san-pham/ao-dai-cach-tan-in-hoa-tiet-co-2824669/?trackid=2824669&utm_source=google&utm_medium=cpc&utm_content=2824669&utm_campaign=dpa_sendo_thoitrangnu_aonu_aokieu&gclid=CPangpn76MsCFdaIaAodMxIILA
2016-03-31 00:44:22,AD4C9E745381558CD20E382DE0C48301,2751899,94,673,675,Thời trang nam,Áo khoác nam,Áo khoác thể thao,https://www.sendo.vn/san-pham/ao-khoac-bomber-day-keo-2-lop-hang-chat-2751899/
2016-03-31 00:44:30,FC978817BE815BDC02AE64B5AE5D416E,2612367,8,26,700,Thời trang nữ,"Đầm, váy",Đầm suông,https://www.sendo.vn/san-pham/dam-suong-tay-lo-in-hoa-3d-vdcs28-2612367/
2016-03-31 00:44:36,A1F94B5D32718D768FE31676C1BDAE99,2538630,94,1673,1674,Thời trang nam,"Quần kaki, quần tây nam",Quần kaki,https://www.sendo.vn/san-pham/quan-jogger-kaki-han-quoc-2538630/
2016-03-31 00:44:39,FC978817BE815BDC02AE64B5AE5D416E,2764320,8,9,11,Thời trang nữ,Áo nữ,Áo kiểu,https://www.sendo.vn/san-pham/ao-dai-cach-tan-in-hoa-do-co-size-xl-2764320/
2016-03-31 00:44:42,3C02AED680B5A7B61231AF7B7784F7FE,2744930,528,529,537,Phụ kiện công nghệ,Phụ kiện Điện thoại,Thẻ nhớ,https://www.sendo.vn/san-pham/the-nho-kingston-microsd-32g-class-10-xa-ha-ng-bh-1-nam-1-do-i-1-2744930/
2016-03-31 00:44:48,8ADBABEEF6977D2193340FCEC86B6FDD,2887332,94,1666,1667,Thời trang nam,Áo sơ mi nam,Sơ mi tay dài,https://www.sendo.vn/san-pham/hang-cao-cap-ao-so-mi-nam-han-quoc-asm165-tim-2887332/
2016-03-31 00:44:50,FC978817BE815BDC02AE64B5AE5D416E,2740005,8,26,698,Thời trang nữ,"Đầm, váy",Đầm ôm,https://www.sendo.vn/san-pham/a-o-da-i-ca-ch-tan-co-tro-n-cao-ca-p-khong-ke-m-qua-n-mx16005-2740005/
2016-03-31 00:44:54,FD23801901F68F492D5EC16A1DC99ED5,2773355,94,106,110,Thời trang nam,Đồ lót và ngủ,"Pyjama, đồ ngủ",https://www.sendo.vn/san-pham/quan-short-ngu-mem-mai-mat-me-qs165xn-2773355/?trackid=2773355&utm_source=google&utm_medium=cpc&utm_content=2773355&utm_campaign=dpa_sendo_thoitrangnam_dolotvangu_pyjama&gclid=CMGdqqr76MsCFdWGaAoduhQEOQ
